"id","jira_parent_id","candidate_id","project_id","ticket_number","interview_number","interview_type","interview_technology","interview_language","interview_seniority_level","task_status","task_created_date","interview_date","subjective_readiness","interviewer_comment"
2529,1138,10380,742,SPT-17235,2,TECH,React,ENGLISH,,DONE,"2022-08-18 13:12:49","2022-08-19 13:00:00",50.0,"Сильные стороны: Старается отвечать подробно на все вопросыб не уходит от темы, есть неплохоие, но больше теоретические знания как реакта так и core js 
Слабые стороны: Практическое применение знаний, умене решать задачи на алгоритмы, а также некоторые пробелы по core js (котекст, методы объектов и массивов, промисы) 

"
2530,1140,,326,SPT-17234,2,TECH,dotNET,RUSSIAN,S1,DONE,"2022-08-18 13:11:47","2022-08-19 06:00:00",60.0,"Сильные стороны:
Есть опыт на проекте, с его слов неплохо разбирается с SQL БД. Вроде есть знания по паттернам. Неплохие знания по ГИТ. Есть опыт работы с сервисами от AWS.

Слабые стороны: Serilog, Docker, CI/CD (ранее был небольшой опыт), Http client, DDD, Message brokers.

Кандидат несколько раз отвечал не то, что я спрашивал. Перескакивал с темы на тему,  можно сделать предположение, что знания отрывочные и нет цельной картины.

"
2531,1143,1374,1340,SPT-17254,2,TECH,React,RUSSIAN,J1,DONE,"2022-08-18 15:23:52","2022-08-22 14:00:00",90.0,"Сильные стороны: хорошие знания core-ых тем в теории и на практических задач, а также общих тем

Слабые стороны: Алгоритмы и структуры данных

"
2532,1093,3023,689,SPT-17252,4,TECH,React,ENGLISH,M2,DONE,"2022-08-18 15:03:39","2022-08-22 07:00:00",95.0,"Сильные стороны:
- What are the HTTP verbs?
CRUD
-What are the scopes of a variable in JavaScript?
-What’s the difference between asynchronous and synchronous operations?
-What’s string interpolation?
- What’s the difference between null and undefined?
- What’s the difference between == (equality operator) and === (strict equality operator)?
- Difference between declarative code and imperative code
- What is a pure function?
- Side effects
- What are your favourite features on ES6 and why? (at least 2)
- What is the difference between a Framework and a Library?
- arrow function
- Tell us about states in React
- React Context vs Redux
- What’s the difference between a function component and a class component?
- What does useEffect and useLayoutEffect do?
- useEffect in depth
- What’s the main issue with useEffect and object dependencies?


Слабые стороны:
Side Effects
"
2533,1144,,,SPT-17259,2,TECH,QAAutomationJS,,,OPEN,"2022-08-18 19:23:53",,,"Сильные стороны:

Слабые стороны:

"
2534,1145,4814,,SPT-17258,2,TECH,QAAutomationJS,ENGLISH,M1,DONE,"2022-08-18 19:18:20","2022-08-22 14:00:00",70.0,"Сильные стороны: неплохие знания по техническим вопросам, опыт в имплементации процессов тестирования и API-автоматизации.

Слабые стороны: сумбурные ответы на вопросы о процессах - следует пошагово продумать структуру ответа на опросы о том, как внедрить тестирование\автоматизацию на проект.

"
2535,1071,,1284,SPT-17257,4,TECH,QAAutomationJava,RUSSIAN,M2,DONE,"2022-08-18 19:16:50","2022-08-23 10:00:00",75.0,"Сильные стороны:
В целом имеет достаточно хорошие знания во всех темах, приводит примеры, рассказывает свой собственный опыт.
Слабые стороны:
пирамида тестирование(виды : перевёрнутая, testing trophy )
merge vs rebase, чери пик
разница css/path
Actions, повторить основные команды WebDriver,WebElement
Explicit Wait(знать как реализовывать, методы класса ExpectedConditions)
БД -  Primary key, foreign key
JAVA посмотреть примеры checked, unchecked исключений, hashcode - коллизия хеш-функции"
2536,1146,705,,SPT-17256,2,TECH,QAAutomationJS,ENGLISH,M1,DONE,"2022-08-18 19:14:22","2022-08-22 15:00:00",85.0,"Сильные стороны: хорошие рассуждения по процессам внедрения тестирования, есть опыт с Дженкинсом. 

Слабые стороны: поверхностные знания о современных инструментах для автоматизации, некоторые пробелы в терминологии.

"
2537,1081,1908,1157,SPT-17262,4,TECH,Android,RUSSIAN,J1,DONE,"2022-08-19 06:30:42","2022-08-23 14:00:00",60.0,"Сильные стороны: Грамотная речь. Хорошо знает основы

Слабые стороны: Мало опыта работы с RxJava (в основном теоретические знания)

"
2538,1147,,1340,SPT-17271,2,TECH,Java,RUSSIAN,M2,DONE,"2022-08-19 08:41:18","2022-08-22 14:00:00",50.0,"Сильные стороны: Java Core

Слабые стороны: docker, k8s, Ansible, SQL, Spring Boot

"
2539,1019,,,SPT-17270,4,TECH,dotNET,ENGLISH,J3,DONE,"2022-08-19 08:26:25","2022-08-23 11:00:00",70.0,"Сильные стороны:
WPF, SQL, Entity framework, SOLID

Слабые стороны:
WebAPI, WPF (some complex topics)

"
2540,1148,11630,1175,SPT-17269,2,TECH,dotNET,ENGLISH,S1,DONE,"2022-08-19 08:15:08","2022-08-22 14:00:00",50.0,"Сильные стороны:
Has experience working with C# and Angular, Azure services like Functions, DevOps and Storage Account, SOLID principles.

Слабые стороны:
Low-level understanding of .net, JS runtime in the browser, front-end development in general.
"
2541,1074,866,1390,SPT-17268,4,TECH,Java,ENGLISH,S1,CANCEL,"2022-08-19 08:02:52","2022-08-23 08:00:00",,"Сильные стороны:

Слабые стороны:

"
2542,1061,,1175,SPT-17267,8,TECH,dotNET,ENGLISH,M1,DONE,"2022-08-19 07:52:28","2022-08-22 15:00:00",90.0,"Strengths: The candidate did a good job, and worked out the questions that were revealed in the last interview. NoSql aside, the .net candidate is ready for the interview with the customer.
Weaknesses: Little experience with NoSQL. 
"
2543,1113,1538,1050,SPT-17264,4,TECH,Android,RUSSIAN,J1,DONE,"2022-08-19 07:07:52","2022-08-23 12:00:00",70.0,"Сильные стороны:
Улучшил ответы по сравнению с прошлым срезом

Слабые стороны:
Осталось достаточно вопросов, которые стоит разобрать. Список указал в ""What to improve""
"
2544,1061,,1175,SPT-17276,6,TECH,React,ENGLISH,M1,DONE,"2022-08-19 10:44:59","2022-08-22 12:00:00",40.0,"Сильные стороны:
TS types
TS Enum
Type guards
Generics
.dts file
Ts inference
React Hooks role
useEffect
Middleware

Слабые стороны:
TS assertion
Kinds of typization
React hooks rules
useEffect alternative in Class Component
React lifecycles
React app optimization
React state managers
useRef
Redux middlewares
React styles
"
2545,1149,726,1233,SPT-17275,2,TECH,iOS,ENGLISH,S2,DONE,"2022-08-19 10:36:24","2022-09-02 14:00:00",85.0,Everything is good in general. Need to be ready to describe some topics better (see 'what to improve').
2546,829,,16,SPT-17274,10,TECH,Java,RUSSIAN,M1,DONE,"2022-08-19 09:47:28","2022-08-23 10:00:00",83.0,"Сильные стороны: знает и понимает алгоритмическую сложность алгоритмов

Слабые стороны: немного теряется при лайвкодинге

"
2547,1060,,16,SPT-17273,4,TECH,Python,RUSSIAN,J3,DONE,"2022-08-19 09:21:21","2022-08-22 08:00:00",70.0,"Сильные стороны: Легко идет на диалог, уверенно отвечает то, в чем уверен =)

Слабые стороны: Видно, что начал читать теорию, поэтому на этих вопросах дает ответы, но сразу заметно, что эти знания приобретены недавно и ответы шаткие, так как не закреплены опытом. Поувереннее надо быть, даже если ответ неверный.

"
2548,974,,351,SPT-17281,4,TECH,QAManual,RUSSIAN,M1,DONE,"2022-08-19 11:41:02","2022-08-24 07:00:00",90.0,"Сильные стороны: технически сильный кандидат, отличные софтскиллы, отлично рассуждает

Слабые стороны: чутка просела в Advanced вопросах по методам ХТТП

"
